('/wrk2-api/post/compose','POST')_rps: 417.3; ('/wrk2-api/post/compose','POST')_p95: 1381.9; ('/wrk2-api/post/compose','POST')_p99: 1468.7; ('/wrk2-api/post/compose','POST')_avg: 801.0
('/wrk2-api/post/compose','POST')_rps: 502.7; ('/wrk2-api/post/compose','POST')_p95: 1883.6; ('/wrk2-api/post/compose','POST')_p99: 2258.9; ('/wrk2-api/post/compose','POST')_avg: 491.8
('/wrk2-api/post/compose','POST')_rps: 497.6; ('/wrk2-api/post/compose','POST')_p95: 1882.7; ('/wrk2-api/post/compose','POST')_p99: 2189.8; ('/wrk2-api/post/compose','POST')_avg: 485.9
('/wrk2-api/post/compose','POST')_rps: 500.7; ('/wrk2-api/post/compose','POST')_p95: 1881.6; ('/wrk2-api/post/compose','POST')_p99: 2188.5; ('/wrk2-api/post/compose','POST')_avg: 479.7
('/wrk2-api/post/compose','POST')_rps: 497.1; ('/wrk2-api/post/compose','POST')_p95: 1880.8; ('/wrk2-api/post/compose','POST')_p99: 2187.7; ('/wrk2-api/post/compose','POST')_avg: 474.4
('/wrk2-api/post/compose','POST')_rps: 504.8; ('/wrk2-api/post/compose','POST')_p95: 1879.9; ('/wrk2-api/post/compose','POST')_p99: 2186.7; ('/wrk2-api/post/compose','POST')_avg: 468.6
('/wrk2-api/post/compose','POST')_rps: 496.3; ('/wrk2-api/post/compose','POST')_p95: 1878.9; ('/wrk2-api/post/compose','POST')_p99: 2186.1; ('/wrk2-api/post/compose','POST')_avg: 465.7
('/wrk2-api/post/compose','POST')_rps: 505.7; ('/wrk2-api/post/compose','POST')_p95: 1878.2; ('/wrk2-api/post/compose','POST')_p99: 2185.6; ('/wrk2-api/post/compose','POST')_avg: 460.2
('/wrk2-api/post/compose','POST')_rps: 499.9; ('/wrk2-api/post/compose','POST')_p95: 1877.5; ('/wrk2-api/post/compose','POST')_p99: 2185.1; ('/wrk2-api/post/compose','POST')_avg: 455.2
('/wrk2-api/post/compose','POST')_rps: 501.2; ('/wrk2-api/post/compose','POST')_p95: 1876.8; ('/wrk2-api/post/compose','POST')_p99: 2184.6; ('/wrk2-api/post/compose','POST')_avg: 451.7
('/wrk2-api/post/compose','POST')_rps: 494.7; ('/wrk2-api/post/compose','POST')_p95: 1876.1; ('/wrk2-api/post/compose','POST')_p99: 2184.2; ('/wrk2-api/post/compose','POST')_avg: 447.7
('/wrk2-api/post/compose','POST')_rps: 505.7; ('/wrk2-api/post/compose','POST')_p95: 1875.3; ('/wrk2-api/post/compose','POST')_p99: 2183.8; ('/wrk2-api/post/compose','POST')_avg: 443.9
('/wrk2-api/post/compose','POST')_rps: 498.1; ('/wrk2-api/post/compose','POST')_p95: 1874.5; ('/wrk2-api/post/compose','POST')_p99: 2183.4; ('/wrk2-api/post/compose','POST')_avg: 439.2
('/wrk2-api/post/compose','POST')_rps: 504.8; ('/wrk2-api/post/compose','POST')_p95: 1873.5; ('/wrk2-api/post/compose','POST')_p99: 2182.9; ('/wrk2-api/post/compose','POST')_avg: 434.4
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1872.3; ('/wrk2-api/post/compose','POST')_p99: 2182.6; ('/wrk2-api/post/compose','POST')_avg: 430.1
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1871.3; ('/wrk2-api/post/compose','POST')_p99: 2182.2; ('/wrk2-api/post/compose','POST')_avg: 425.0
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1870.1; ('/wrk2-api/post/compose','POST')_p99: 2181.9; ('/wrk2-api/post/compose','POST')_avg: 420.7
('/wrk2-api/post/compose','POST')_rps: 503.3; ('/wrk2-api/post/compose','POST')_p95: 1868.3; ('/wrk2-api/post/compose','POST')_p99: 2181.7; ('/wrk2-api/post/compose','POST')_avg: 416.0
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1866.0; ('/wrk2-api/post/compose','POST')_p99: 2181.4; ('/wrk2-api/post/compose','POST')_avg: 412.8
('/wrk2-api/post/compose','POST')_rps: 502.1; ('/wrk2-api/post/compose','POST')_p95: 1862.8; ('/wrk2-api/post/compose','POST')_p99: 2181.1; ('/wrk2-api/post/compose','POST')_avg: 408.4
('/wrk2-api/post/compose','POST')_rps: 501.3; ('/wrk2-api/post/compose','POST')_p95: 1790.6; ('/wrk2-api/post/compose','POST')_p99: 2180.8; ('/wrk2-api/post/compose','POST')_avg: 404.1
('/wrk2-api/post/compose','POST')_rps: 503.0; ('/wrk2-api/post/compose','POST')_p95: 1787.6; ('/wrk2-api/post/compose','POST')_p99: 2180.6; ('/wrk2-api/post/compose','POST')_avg: 401.0
('/wrk2-api/post/compose','POST')_rps: 495.0; ('/wrk2-api/post/compose','POST')_p95: 1785.8; ('/wrk2-api/post/compose','POST')_p99: 2180.3; ('/wrk2-api/post/compose','POST')_avg: 397.8
('/wrk2-api/post/compose','POST')_rps: 501.1; ('/wrk2-api/post/compose','POST')_p95: 1784.2; ('/wrk2-api/post/compose','POST')_p99: 2180.1; ('/wrk2-api/post/compose','POST')_avg: 393.7
('/wrk2-api/post/compose','POST')_rps: 499.3; ('/wrk2-api/post/compose','POST')_p95: 1782.7; ('/wrk2-api/post/compose','POST')_p99: 2179.9; ('/wrk2-api/post/compose','POST')_avg: 390.1
('/wrk2-api/post/compose','POST')_rps: 502.5; ('/wrk2-api/post/compose','POST')_p95: 1781.6; ('/wrk2-api/post/compose','POST')_p99: 2179.7; ('/wrk2-api/post/compose','POST')_avg: 386.4
('/wrk2-api/post/compose','POST')_rps: 500.1; ('/wrk2-api/post/compose','POST')_p95: 1780.7; ('/wrk2-api/post/compose','POST')_p99: 2179.5; ('/wrk2-api/post/compose','POST')_avg: 382.9
('/wrk2-api/post/compose','POST')_rps: 501.0; ('/wrk2-api/post/compose','POST')_p95: 1779.6; ('/wrk2-api/post/compose','POST')_p99: 2179.3; ('/wrk2-api/post/compose','POST')_avg: 379.2
('/wrk2-api/post/compose','POST')_rps: 499.2; ('/wrk2-api/post/compose','POST')_p95: 1778.8; ('/wrk2-api/post/compose','POST')_p99: 2179.1; ('/wrk2-api/post/compose','POST')_avg: 375.4
('/wrk2-api/post/compose','POST')_rps: 502.2; ('/wrk2-api/post/compose','POST')_p95: 1777.9; ('/wrk2-api/post/compose','POST')_p99: 2178.9; ('/wrk2-api/post/compose','POST')_avg: 372.1
('/wrk2-api/post/compose','POST')_rps: 501.1; ('/wrk2-api/post/compose','POST')_p95: 1776.8; ('/wrk2-api/post/compose','POST')_p99: 2178.6; ('/wrk2-api/post/compose','POST')_avg: 369.0
('/wrk2-api/post/compose','POST')_rps: 499.7; ('/wrk2-api/post/compose','POST')_p95: 1775.4; ('/wrk2-api/post/compose','POST')_p99: 2178.4; ('/wrk2-api/post/compose','POST')_avg: 365.5
('/wrk2-api/post/compose','POST')_rps: 499.3; ('/wrk2-api/post/compose','POST')_p95: 1773.8; ('/wrk2-api/post/compose','POST')_p99: 2178.2; ('/wrk2-api/post/compose','POST')_avg: 362.1
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1772.1; ('/wrk2-api/post/compose','POST')_p99: 2178.0; ('/wrk2-api/post/compose','POST')_avg: 360.4
('/wrk2-api/post/compose','POST')_rps: 503.3; ('/wrk2-api/post/compose','POST')_p95: 1770.4; ('/wrk2-api/post/compose','POST')_p99: 2177.7; ('/wrk2-api/post/compose','POST')_avg: 357.7
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1768.2; ('/wrk2-api/post/compose','POST')_p99: 2177.5; ('/wrk2-api/post/compose','POST')_avg: 354.5
('/wrk2-api/post/compose','POST')_rps: 503.3; ('/wrk2-api/post/compose','POST')_p95: 1764.3; ('/wrk2-api/post/compose','POST')_p99: 2177.3; ('/wrk2-api/post/compose','POST')_avg: 351.9
('/wrk2-api/post/compose','POST')_rps: 500.7; ('/wrk2-api/post/compose','POST')_p95: 1689.4; ('/wrk2-api/post/compose','POST')_p99: 2176.9; ('/wrk2-api/post/compose','POST')_avg: 348.7
('/wrk2-api/post/compose','POST')_rps: 501.7; ('/wrk2-api/post/compose','POST')_p95: 1685.3; ('/wrk2-api/post/compose','POST')_p99: 2176.7; ('/wrk2-api/post/compose','POST')_avg: 346.1
('/wrk2-api/post/compose','POST')_rps: 499.4; ('/wrk2-api/post/compose','POST')_p95: 1683.1; ('/wrk2-api/post/compose','POST')_p99: 2176.5; ('/wrk2-api/post/compose','POST')_avg: 343.1
('/wrk2-api/post/compose','POST')_rps: 496.1; ('/wrk2-api/post/compose','POST')_p95: 1681.6; ('/wrk2-api/post/compose','POST')_p99: 2176.2; ('/wrk2-api/post/compose','POST')_avg: 340.5
('/wrk2-api/post/compose','POST')_rps: 499.3; ('/wrk2-api/post/compose','POST')_p95: 1680.0; ('/wrk2-api/post/compose','POST')_p99: 2176.0; ('/wrk2-api/post/compose','POST')_avg: 338.4
('/wrk2-api/post/compose','POST')_rps: 501.5; ('/wrk2-api/post/compose','POST')_p95: 1678.6; ('/wrk2-api/post/compose','POST')_p99: 2175.8; ('/wrk2-api/post/compose','POST')_avg: 336.0
('/wrk2-api/post/compose','POST')_rps: 499.9; ('/wrk2-api/post/compose','POST')_p95: 1677.3; ('/wrk2-api/post/compose','POST')_p99: 2175.5; ('/wrk2-api/post/compose','POST')_avg: 333.1
('/wrk2-api/post/compose','POST')_rps: 499.8; ('/wrk2-api/post/compose','POST')_p95: 1675.8; ('/wrk2-api/post/compose','POST')_p99: 2175.3; ('/wrk2-api/post/compose','POST')_avg: 331.1
('/wrk2-api/post/compose','POST')_rps: 505.1; ('/wrk2-api/post/compose','POST')_p95: 1674.1; ('/wrk2-api/post/compose','POST')_p99: 2175.0; ('/wrk2-api/post/compose','POST')_avg: 330.1
('/wrk2-api/post/compose','POST')_rps: 503.3; ('/wrk2-api/post/compose','POST')_p95: 1672.8; ('/wrk2-api/post/compose','POST')_p99: 2174.7; ('/wrk2-api/post/compose','POST')_avg: 327.6
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1670.8; ('/wrk2-api/post/compose','POST')_p99: 2174.4; ('/wrk2-api/post/compose','POST')_avg: 325.9
('/wrk2-api/post/compose','POST')_rps: 503.3; ('/wrk2-api/post/compose','POST')_p95: 1668.4; ('/wrk2-api/post/compose','POST')_p99: 2174.1; ('/wrk2-api/post/compose','POST')_avg: 323.8
('/wrk2-api/post/compose','POST')_rps: 500.2; ('/wrk2-api/post/compose','POST')_p95: 1663.3; ('/wrk2-api/post/compose','POST')_p99: 2173.8; ('/wrk2-api/post/compose','POST')_avg: 321.7
('/wrk2-api/post/compose','POST')_rps: 500.3; ('/wrk2-api/post/compose','POST')_p95: 1587.4; ('/wrk2-api/post/compose','POST')_p99: 2173.5; ('/wrk2-api/post/compose','POST')_avg: 319.1
('/wrk2-api/post/compose','POST')_rps: 502.9; ('/wrk2-api/post/compose','POST')_p95: 1584.5; ('/wrk2-api/post/compose','POST')_p99: 2173.2; ('/wrk2-api/post/compose','POST')_avg: 316.8
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1582.7; ('/wrk2-api/post/compose','POST')_p99: 2172.9; ('/wrk2-api/post/compose','POST')_avg: 315.2
('/wrk2-api/post/compose','POST')_rps: 498.3; ('/wrk2-api/post/compose','POST')_p95: 1580.8; ('/wrk2-api/post/compose','POST')_p99: 2172.7; ('/wrk2-api/post/compose','POST')_avg: 313.3
('/wrk2-api/post/compose','POST')_rps: 505.0; ('/wrk2-api/post/compose','POST')_p95: 1578.7; ('/wrk2-api/post/compose','POST')_p99: 2172.4; ('/wrk2-api/post/compose','POST')_avg: 310.9
('/wrk2-api/post/compose','POST')_rps: 502.7; ('/wrk2-api/post/compose','POST')_p95: 1576.9; ('/wrk2-api/post/compose','POST')_p99: 2172.1; ('/wrk2-api/post/compose','POST')_avg: 308.7
('/wrk2-api/post/compose','POST')_rps: 497.3; ('/wrk2-api/post/compose','POST')_p95: 1575.1; ('/wrk2-api/post/compose','POST')_p99: 2171.9; ('/wrk2-api/post/compose','POST')_avg: 306.5
('/wrk2-api/post/compose','POST')_rps: 503.3; ('/wrk2-api/post/compose','POST')_p95: 1573.3; ('/wrk2-api/post/compose','POST')_p99: 2171.6; ('/wrk2-api/post/compose','POST')_avg: 304.5
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1571.3; ('/wrk2-api/post/compose','POST')_p99: 2171.3; ('/wrk2-api/post/compose','POST')_avg: 302.2
('/wrk2-api/post/compose','POST')_rps: 503.3; ('/wrk2-api/post/compose','POST')_p95: 1568.8; ('/wrk2-api/post/compose','POST')_p99: 2171.0; ('/wrk2-api/post/compose','POST')_avg: 300.1
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1566.1; ('/wrk2-api/post/compose','POST')_p99: 2170.6; ('/wrk2-api/post/compose','POST')_avg: 298.4
('/wrk2-api/post/compose','POST')_rps: 494.9; ('/wrk2-api/post/compose','POST')_p95: 1560.1; ('/wrk2-api/post/compose','POST')_p99: 2170.3; ('/wrk2-api/post/compose','POST')_avg: 296.7
('/wrk2-api/post/compose','POST')_rps: 508.4; ('/wrk2-api/post/compose','POST')_p95: 1488.1; ('/wrk2-api/post/compose','POST')_p99: 2169.9; ('/wrk2-api/post/compose','POST')_avg: 294.5
('/wrk2-api/post/compose','POST')_rps: 500.0; ('/wrk2-api/post/compose','POST')_p95: 1485.8; ('/wrk2-api/post/compose','POST')_p99: 2169.5; ('/wrk2-api/post/compose','POST')_avg: 292.7
('/wrk2-api/post/compose','POST')_rps: 501.9; ('/wrk2-api/post/compose','POST')_p95: 1483.6; ('/wrk2-api/post/compose','POST')_p99: 2168.9; ('/wrk2-api/post/compose','POST')_avg: 290.9
('/wrk2-api/post/compose','POST')_rps: 491.1; ('/wrk2-api/post/compose','POST')_p95: 1481.6; ('/wrk2-api/post/compose','POST')_p99: 2168.5; ('/wrk2-api/post/compose','POST')_avg: 290.0
